station name: SAUK CITY WWTP,,,,,,,,,,
station identifier: 477576,,,,,,,,,,
key: T=trace | M=missing | blank=unknown,,,,,,,,,,
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
,temperature,temperature,,,,observation,observation,observation,observation,observation
Date,max_temp,min_temp,precipitation,snowfall,snow_depth,maxt,mint,pcpn,snow,snwd
date,(degrees F),(degrees F),(inches),(inches),(inches),(hour),(hour),(hour),(hour),(hour)
7/18/08,84,67,0.04,0,0,8,8,8,0,8
7/19/08,91,66,0,0,0,8,8,8,0,8
7/20/08,100,65,0.23,0,0,8,8,8,0,8
7/21/08,83,65,0,0,0,8,8,8,0,8
7/22/08,80,59,0,0,0,8,8,8,0,8
7/23/08,79,53,0,0,0,8,8,8,0,8
7/24/08,79,51,0,0,0,8,8,8,0,8
7/25/08,82,57,0,0,0,8,8,8,0,8
7/26/08,84,58,0,0,0,8,8,8,0,8
7/27/08,83,52,0,0,0,8,8,8,0,8
7/28/08,85,58,0,0,0,8,8,8,0,8
7/29/08,86,61,0,0,0,8,8,8,0,8
7/30/08,88,60,0.03,0,0,8,8,8,0,8
7/31/08,88,57,0,0,0,8,8,8,0,8
8/1/08,85,61,0,0,0,8,8,8,0,8
8/2/08,97,49,0,0,0,8,8,8,0,8
8/3/08,90,53,0,0,0,8,8,8,0,8
8/4/08,85,67,0.8,0,0,8,8,8,0,8
8/5/08,85,66,0.15,0,0,8,8,8,0,8
8/6/08,83,55,0,0,0,8,8,8,0,8
8/7/08,82,56,0.02,0,0,8,8,8,0,8
8/8/08,80,49,0,0,0,8,8,8,0,8
8/9/08,79,54,0,0,0,8,8,8,0,8
8/10/08,81,46,0,0,0,8,8,8,0,8
8/11/08,76,47,0,0,0,8,8,8,0,8
8/12/08,77,51,0,0,0,8,8,8,0,8
8/13/08,77,58,0.01,0,0,8,8,8,0,8
8/14/08,75,54,0.32,0,0,8,8,8,0,8
8/15/08,76,48,0,0,0,8,8,8,0,8
8/16/08,86,49,0,0,0,8,8,8,0,8
8/17/08,88,58,0,0,0,8,8,8,0,8
8/18/08,84,58,0,0,0,8,8,8,0,8
8/19/08,86,60,0,0,0,8,8,8,0,8
8/20/08,83,60,0,0,0,8,8,8,0,8
8/21/08,83,61,0,0,0,8,8,8,0,8
8/22/08,83,65,0.01,0,0,8,8,8,0,8
8/23/08,86,69,0.1,0,0,8,8,8,0,8
8/24/08,81,50,0,0,0,8,8,8,0,8
8/25/08,M,M,0,0,0,,,8,0,8
8/26/08,74,40,0,0,0,8,8,8,0,8
8/27/08,77,42,0,0,0,8,8,8,0,8
8/28/08,82,48,0.12,0,0,8,8,8,0,8
8/29/08,83,57,0.02,0,0,8,8,8,0,8
8/30/08,86,47,0,0,0,8,8,8,0,8
8/31/08,93,52,0,0,0,8,8,8,0,8
9/1/08,87,53,0,M,M,6,6,6,,
9/2/08,88,59,0,M,M,6,6,6,,
9/3/08,92,57,0.04,M,M,6,6,6,,
9/4/08,70,50,0.12,M,M,6,6,6,,
9/5/08,57,50,0.82,M,M,6,6,6,,
9/6/08,71,50,0.06,M,M,6,6,6,,
9/7/08,74,45,0,M,M,6,6,6,,
9/8/08,70,46,0.06,M,M,6,6,6,,
9/9/08,57,42,0.12,M,M,6,6,6,,
9/10/08,67,40,0,M,M,6,6,6,,
9/11/08,71,44,0,M,M,6,6,6,,
9/12/08,73,55,0.12,M,M,6,6,6,,
9/13/08,76,63,0.37,M,M,8,8,8,,
9/14/08,77,59,0.14,M,M,8,8,8,,
9/15/08,64,52,0.2,M,M,6,6,6,,
9/16/08,63,40,0,M,M,6,6,6,,
9/17/08,74,42,0,M,M,6,6,6,,
9/18/08,76,43,0,M,M,6,6,6,,
9/19/08,77,46,0,M,M,6,6,6,,
9/20/08,81,48,0,M,M,7,7,7,,
9/21/08,83,53,0,M,M,9,9,9,,
9/22/08,80,57,0,M,M,6,6,6,,
9/23/08,81,57,0,M,M,6,6,6,,
9/24/08,83,57,0.3,M,M,6,6,6,,
9/25/08,74,42,0,M,M,6,6,6,,
9/26/08,77,47,0,M,M,6,6,6,,
9/27/08,78,47,0,M,M,6,6,6,,
9/28/08,80,47,0,M,M,6,6,6,,
9/29/08,64,48,0,M,M,6,6,6,,
9/30/08,60,41,0.08,M,M,6,6,6,,
10/1/08,63,37,0,0,0,8,8,8,0,8
10/2/08,58,30,0,0,0,8,8,8,0,8
10/3/08,65,29,0,0,0,8,8,8,0,8
10/4/08,60,27,0,0,0,8,8,8,0,8
10/5/08,66,29,0,0,0,8,8,8,0,8
10/6/08,56,47,0.2,0,0,8,8,8,0,8
10/7/08,70,52,0,0,0,8,8,8,0,8
10/8/08,60,52,0.65,0,0,8,8,8,0,8
10/9/08,67,42,0,0,0,8,8,8,0,8
10/10/08,67,38,0,0,0,8,8,8,0,8
10/11/08,73,38,0,0,0,8,8,8,0,8
10/12/08,78,49,0,0,0,8,8,8,0,8
10/13/08,84,54,0,0,0,8,8,8,0,8
10/14/08,75,44,0.05,0,0,8,8,8,0,8
10/15/08,61,43,0.01,0,0,8,8,8,0,8
10/16/08,55,35,0.3,0,0,8,8,8,0,8
10/17/08,58,35,0,0,0,8,8,8,0,8
10/18/08,50,38,0.01,0,0,8,8,8,0,8
10/19/08,60,37,0,0,0,8,8,8,0,8
10/20/08,64,52,0.03,0,0,8,8,8,0,8
10/21/08,61,33,0.02,0,0,8,8,8,0,8
10/22/08,56,32,0,0,0,8,8,8,0,8
10/23/08,53,42,0,0,0,8,8,8,0,8
10/24/08,57,43,0.31,0,0,8,8,8,0,8
10/25/08,55,41,0.12,0,0,8,8,8,0,8
10/26/08,54,44,0,0,0,8,8,8,0,8
10/27/08,53,38,0.03,0,0,8,8,8,0,8
10/28/08,44,29,0.01,0,0,8,8,8,0,8
10/29/08,48,29,0,0,0,8,8,8,0,8
10/30/08,55,29,0,0,0,8,8,8,0,8
10/31/08,66,30,0,0,0,8,8,8,0,8
11/1/08,70,42,0,0,0,8,8,8,0,8
11/2/08,60,42,0,0,0,8,8,8,0,8
11/3/08,65,46,0,0,0,8,8,8,0,8
11/4/08,74,47,0,0,0,8,8,8,0,8
11/5/08,73,55,0,0,0,8,8,8,0,8
11/6/08,72,55,0,0,0,8,8,8,0,8
11/7/08,61,42,0.2,0,0,8,8,8,0,8
11/8/08,45,37,0.18,0,0,8,8,8,0,8
11/9/08,43,34,0,0,0,8,8,8,0,8
11/10/08,37,26,0.02,0,0,8,8,8,0,8
11/11/08,39,25,0,0,0,8,8,8,0,8
11/12/08,41,29,0.4,0,0,8,8,8,0,8
11/13/08,46,41,0.08,0,0,8,8,8,0,8
11/14/08,53,43,0.42,0,0,8,8,8,0,8
11/15/08,48,37,0,0,0,8,8,8,0,8
11/16/08,42,31,0,0,0,8,8,8,0,8
11/17/08,37,29,0,0,0,8,8,8,0,8
11/18/08,38,21,0.04,1,0,8,8,8,0,8
11/19/08,37,22,0,0,0,8,8,8,0,8
11/20/08,46,32,0,0,0,8,8,8,0,8
11/21/08,35,19,0,0,0,8,8,8,0,8
11/22/08,33,19,0,0,0,8,8,8,0,8
11/23/08,35,27,0,0,0,8,8,8,0,8
11/24/08,42,29,0.25,2.5,3,8,8,8,0,8
11/25/08,40,24,0,0,2,8,8,8,0,8
11/26/08,39,19,0,0,1,8,8,8,0,8
11/27/08,43,20,0,0,1,8,8,8,0,8
11/28/08,44,25,0,0,0,8,8,8,0,8
11/29/08,46,23,0,0,0,8,8,8,0,8
11/30/08,43,24,0,0,0,8,8,8,0,8
12/1/08,38,29,0.16,1.5,2,8,8,8,0,8
12/2/08,29,17,0,0,1,8,8,8,0,8
12/3/08,38,18,0,0,0,8,8,8,0,8
12/4/08,35,13,0.14,1.5,2,8,8,8,0,8
12/5/08,27,10,0,0,1,8,8,8,0,8
12/6/08,33,15,0.05,1,2,8,8,8,0,8
12/7/08,29,7,0,0,2,8,8,8,0,8
12/8/08,26,14,0.05,0.5,2,8,8,8,0,8
12/9/08,31,26,0.53,5,6,8,8,8,0,8
12/10/08,29,2,0.12,2,8,8,8,8,0,8
12/11/08,21,2,0,0,7,8,8,8,0,8
12/12/08,28,4,0,0,6,8,8,8,0,8
12/13/08,37,-9,0,0,5,8,8,8,0,8
12/14/08,44,37,0,0,3,8,8,8,0,8
12/15/08,47,-1,0.17,0,0,8,8,8,0,8
12/16/08,10,-8,0,0,0,8,8,8,0,8
12/17/08,8,-6,0.22,4,4,8,8,8,0,8
12/18/08,12,-8,0,0,3,8,8,8,0,8
12/19/08,23,-4,0.75,10,13,8,8,8,0,8
12/20/08,26,8,0,0,13,8,8,8,0,8
12/21/08,26,-12,0.17,3,16,8,8,8,0,8
12/22/08,3,-17,0,0,12,8,8,8,0,8
12/23/08,15,-11,0.07,1,13,8,8,8,0,8
12/24/08,28,15,0.08,1,12,8,8,8,0,8
12/25/08,29,-12,0.2,2,14,8,8,8,0,8
12/26/08,29,-8,0.09,1,14,8,8,8,0,8
12/27/08,50,29,0.03,0,7,8,8,8,0,8
12/28/08,49,17,0.48,2.5,5,8,8,8,0,8
12/29/08,27,11,0,0,5,8,8,8,0,8
12/30/08,39,18,0,0,5,8,8,8,0,8
12/31/08,28,-1,0.05,1,5,8,8,8,0,8
1/1/09,19,-2,0,0,5,8,8,8,0,8
1/2/09,27,12,0,0,4,8,8,8,0,8
1/3/09,23,4,0,0,4,8,8,8,0,8
1/4/09,32,20,0.06,0,3,8,8,8,0,8
1/5/09,21,1,0,0,3,8,8,8,0,8
1/6/09,27,1,0,0,3,8,8,8,0,8
1/7/09,30,16,0,0,2,8,8,8,0,8
1/8/09,23,6,0,0,2,8,8,8,0,8
1/9/09,19,3,0.09,1,3,8,8,8,0,8
1/10/09,19,12,0.2,2,5,8,8,8,0,8
1/11/09,17,-7,0,0,5,8,8,8,0,8
1/12/09,19,2,0,0,5,8,8,8,0,8
1/13/09,19,-3,0.2,3,8,8,8,8,0,8
1/14/09,4,-8,0.02,0,8,8,8,8,0,8
1/15/09,7,-24,0,0,6,8,8,8,0,8
1/16/09,-1,-26,0,0,6,8,8,8,0,8
1/17/09,13,-28,0,0,6,8,8,8,0,8
1/18/09,22,-4,0,0,6,8,8,8,0,8
1/19/09,16,-5,0,0,5,8,8,8,0,8
1/20/09,19,-8,0.02,0.2,5,8,8,8,0,8
1/21/09,20,-6,0,0,5,8,8,8,0,8
1/22/09,24,3,0,0,5,8,8,8,0,8
1/23/09,34,3,0,0,5,8,8,8,0,8
1/24/09,27,-9,0,0,M,8,8,8,0,8
1/25/09,8,-11,0,M,M,8,8,8,0,8
1/26/09,12,-7,0,0,5,8,8,8,0,8
1/27/09,12,-11,0,0,5,8,8,8,0,8
1/28/09,15,-11,0,0,5,8,8,8,0,8
1/29/09,19,-9,0,0,5,8,8,8,0,8
1/30/09,24,-6,0,0,5,8,8,8,0,8
1/31/09,28,-6,0,0,5,8,8,8,0,8
2/1/09,39,20,0,0,5,8,8,8,0,8
2/2/09,37,13,0,0,5,8,8,8,0,8
2/3/09,23,-4,0.01,0,5,8,8,8,0,8
2/4/09,14,-8,0,0,5,8,8,8,0,8
2/5/09,15,-7,0,0,5,8,8,8,0,8
2/6/09,27,-1,0,0,5,8,8,8,0,8
2/7/09,46,0,0,0,3,8,8,8,0,8
2/8/09,48,23,0,0,1,8,8,8,0,8
2/9/09,40,22,0,0,1,8,8,8,0,8
2/10/09,50,31,0.1,0,0,8,8,8,0,8
2/11/09,53,30,0,0,0,8,8,8,0,8
2/12/09,40,31,0,0,0,8,8,8,0,8
2/13/09,40,23,0,0,0,8,8,8,0,8
2/14/09,29,19,0.13,1,1,8,8,8,0,8
2/15/09,33,11,0,0,0,8,8,8,0,8
2/16/09,26,4,0,0,0,8,8,8,0,8
2/17/09,33,5,0,0,0,8,8,8,0,8
2/18/09,41,27,0.1,1,1,8,8,8,0,8
2/19/09,34,7,0,0,0,8,8,8,0,8
2/20/09,23,6,0,0,0,8,8,8,0,8
2/21/09,28,7,0.2,3,3,8,8,8,0,8
2/22/09,24,4,0.1,2,5,8,8,8,0,8
2/23/09,21,-9,0,0,5,8,8,8,0,8
2/24/09,21,-9,0,0,5,8,8,8,0,8
2/25/09,38,-9,0,0,1,8,8,8,0,8
2/26/09,50,25,0,0,0,8,8,8,0,8
2/27/09,36,14,0.7,0,0,8,8,8,0,8
2/28/09,21,8,0,0,0,8,8,8,0,8
3/1/09,26,8,0,0,0,8,8,8,0,8
3/2/09,19,3,0,0,0,8,8,8,0,8
3/3/09,23,5,0,0,0,8,8,8,0,8
3/4/09,29,6,0,0,0,8,8,8,0,8
3/5/09,44,27,0,0,0,8,8,8,0,8
3/6/09,60,31,0,0,0,8,8,8,0,8
3/7/09,55,27,0.26,0,0,8,8,8,0,8
3/8/09,41,31,0.76,0,0,8,8,8,0,8
3/9/09,33,23,0.86,1.5,2,8,8,8,0,8
3/10/09,44,25,0.45,0,0,8,8,8,0,8
3/11/09,47,9,0.07,0,0,8,8,8,0,8
3/12/09,24,5,0,0,0,8,8,8,0,8
3/13/09,25,5,0,0,0,8,8,8,0,8
3/14/09,40,5,0,0,0,8,8,8,0,8
3/15/09,51,23,0,0,0,8,8,8,0,8
3/16/09,58,29,0,0,0,8,8,8,0,8
3/17/09,64,29,0,0,0,8,8,8,0,8
3/18/09,71,31,0,0,0,8,8,8,0,8
3/19/09,57,25,0,0,0,8,8,8,0,8
3/20/09,43,19,0,0,0,8,8,8,0,8
3/21/09,41,20,0.08,0,0,8,8,8,0,8
3/22/09,63,29,0,0,0,8,8,8,0,8
3/23/09,60,35,0.06,0,0,8,8,8,0,8
3/24/09,46,38,0.45,0,0,8,8,8,0,8
3/25/09,56,36,1.3,0,0,8,8,8,0,8
3/26/09,39,29,0,0,0,8,8,8,0,8
3/27/09,54,27,0,0,0,8,8,8,0,8
3/28/09,39,23,0,0,0,8,8,8,0,8
3/29/09,34,27,0.13,1,1,8,8,8,0,8
3/30/09,46,21,0,0,0,8,8,8,0,8
3/31/09,48,22,0.14,0,0,8,8,8,0,8
4/1/09,52,34,0.15,0,0,8,8,8,0,8
4/2/09,49,26,0,0,0,8,8,8,0,8
4/3/09,43,29,0,0,0,8,8,8,0,8
4/4/09,48,23,0,0,0,8,8,8,0,8
4/5/09,50,25,0,0,0,8,8,8,0,8
4/6/09,41,30,0.03,0,0,8,8,8,0,8
4/7/09,45,25,0,0,0,8,8,8,0,8
4/8/09,50,25,0,0,0,8,8,8,0,8
4/9/09,54,24,0,0,0,8,8,8,0,8
4/10/09,57,27,0,0,0,8,8,8,0,8
4/11/09,51,25,0,0,0,8,8,8,0,8
4/12/09,54,25,0,0,0,8,8,8,0,8
4/13/09,57,38,0,0,0,8,8,8,0,8
4/14/09,44,37,0.04,0,0,8,8,8,0,8
4/15/09,60,29,0,0,0,8,8,8,0,8
4/16/09,65,28,0,0,0,8,8,8,0,8
4/17/09,70,27,0,0,0,8,8,8,0,8
4/18/09,72,30,0,0,0,8,8,8,0,8
4/19/09,72,35,0.08,0,0,8,8,8,0,8
4/20/09,50,39,0.38,0,0,8,8,8,0,8
4/21/09,51,35,0.25,0,0,8,8,8,0,8
4/22/09,49,31,0.07,0,0,8,8,8,0,8
4/23/09,60,35,0,0,0,8,8,8,0,8
4/24/09,67,39,0.05,0,0,8,8,8,0,8
4/25/09,84,47,0.7,0,0,8,8,8,0,8
4/26/09,54,41,1.28,0,0,8,8,8,0,8
4/27/09,70,53,0.03,0,0,8,8,8,0,8
4/28/09,65,43,0,0,0,8,8,8,0,8
4/29/09,60,44,0,0,0,8,8,8,0,8
4/30/09,57,46,0.08,0,0,8,8,8,0,8
5/1/09,71,46,0.07,0,0,8,8,8,0,8
5/2/09,59,36,0,0,0,8,8,8,0,8
5/3/09,64,33,0,0,0,8,8,8,0,8
5/4/09,68,34,0,0,0,8,8,8,0,8
5/5/09,72,39,0,0,0,8,8,8,0,8
5/6/09,70,53,0.05,0,0,8,8,8,0,8
5/7/09,72,48,0.75,0,0,8,8,8,0,8
5/8/09,73,44,0,0,0,8,8,8,0,8
5/9/09,76,48,0.59,0,0,8,8,8,0,8
5/10/09,55,37,0,0,0,8,8,8,0,8
5/11/09,58,46,0,0,0,8,8,8,0,8
5/12/09,63,38,0,0,0,8,8,8,0,8
5/13/09,70,47,0.14,0,0,8,8,8,0,8
5/14/09,63,47,2.45,0,0,8,8,8,0,8
5/15/09,64,49,0,0,0,8,8,8,0,8
5/16/09,62,44,0.02,0,0,8,8,8,0,8
5/17/09,56,31,0,0,0,8,8,8,0,8
5/18/09,64,35,0,0,0,8,8,8,0,8
5/19/09,64,42,0,0,0,8,8,8,0,8
5/20/09,82,56,0,0,0,8,8,8,0,8
5/21/09,83,59,0,0,0,8,8,8,0,8
5/22/09,79,57,0.12,0,0,8,8,8,0,8
5/23/09,72,56,0.01,0,0,8,8,8,0,8
5/24/09,73,53,0.02,0,0,8,8,8,0,8
5/25/09,73,48,0,0,0,8,8,8,0,8
5/26/09,71,54,0,0,0,8,8,8,0,8
5/27/09,66,51,0.16,0,0,8,8,8,0,8
5/28/09,54,51,0.47,0,0,8,8,8,0,8
5/29/09,69,48,0,0,0,8,8,8,0,8
5/30/09,71,54,0.12,0,0,8,8,8,0,8
5/31/09,74,40,0,0,0,8,8,8,0,8
6/1/09,73,48,0,0,0,8,8,8,0,8
6/2/09,77,47,0,0,0,8,8,8,0,8
6/3/09,66,48,0,0,0,8,8,8,0,8
6/4/09,68,40,0,0,0,8,8,8,0,8
6/5/09,73,42,0,0,0,8,8,8,0,8
6/6/09,81,51,0.02,0,0,8,8,8,0,8
6/7/09,55,49,0.15,0,0,8,8,8,0,8
6/8/09,61,52,2.1,0,0,8,8,8,0,8
6/9/09,68,53,0.05,0,0,8,8,8,0,8
6/10/09,70,54,0,0,0,8,8,8,0,8
6/11/09,73,54,0,0,0,8,8,8,0,8
6/12/09,74,52,0,0,0,8,8,8,0,8
6/13/09,76,55,0.3,0,0,8,8,8,0,8
6/14/09,73,52,0,0,0,8,8,8,0,8
6/15/09,80,54,0,0,0,8,8,8,0,8
6/16/09,80,60,0,0,0,8,8,8,0,8
6/17/09,76,61,0.3,0,0,8,8,8,0,8
6/18/09,76,61,0.12,0,0,8,8,8,0,8
6/19/09,82,64,0.66,0,0,8,8,8,0,8
6/20/09,84,66,0.12,0,0,8,8,8,0,8
6/21/09,85,64,0,0,0,8,8,8,0,8
6/22/09,82,66,0.05,0,0,8,8,8,0,8
6/23/09,88,66,0,0,0,8,8,8,0,8
6/24/09,95,66,0,0,0,8,8,8,0,8
6/25/09,90,68,0,0,0,8,8,8,0,8
6/26/09,89,61,0,0,0,8,8,8,0,8
6/27/09,85,61,0,0,0,8,8,8,0,8
6/28/09,85,62,0,0,0,8,8,8,0,8
6/29/09,77,56,0,0,0,8,8,8,0,8
6/30/09,77,56,0,0,0,8,8,8,0,8
7/1/09,72,52,0.07,0,0,8,8,8,0,8
7/2/09,63,53,0,0,0,8,8,8,0,8
7/3/09,72,56,0,0,0,8,8,8,0,8
7/4/09,78,58,0,0,0,8,8,8,0,8
7/5/09,77,58,0,0,0,8,8,8,0,8
7/6/09,84,54,0,0,0,8,8,8,0,8
7/7/09,84,51,0,0,0,8,8,8,0,8
7/8/09,79,56,0,0,0,8,8,8,0,8
7/9/09,69,46,0.09,0,0,8,8,8,0,8
7/10/09,78,55,0.25,0,0,8,8,8,0,8
7/11/09,81,60,0.14,0,0,8,8,8,0,8
7/12/09,80,49,0,0,0,8,8,8,0,8
7/13/09,79,56,0,0,0,8,8,8,0,8
7/14/09,80,55,0,0,0,8,8,8,0,8
7/15/09,75,63,0.17,0,0,8,8,8,0,8
7/16/09,79,53,0,0,0,8,8,8,0,8
7/17/09,75,52,0,0,0,8,8,8,0,8
7/18/09,64,49,0.12,0,0,8,8,8,0,8
7/19/09,66,53,0,0,0,8,8,8,0,8
7/20/09,73,45,0,0,0,8,8,8,0,8
7/21/09,77,48,0,0,0,8,8,8,0,8
7/22/09,71,57,1.14,0,0,8,8,8,0,8
7/23/09,76,58,0,0,0,8,8,8,0,8
7/24/09,79,55,0.12,0,0,8,8,8,0,8
7/25/09,74,54,0.19,0,0,8,8,8,0,8
7/26/09,76,56,0,0,0,8,8,8,0,8
7/27/09,81,58,0,0,0,8,8,8,0,8
7/28/09,81,61,0.02,0,0,8,8,8,0,8
7/29/09,77,51,0,0,0,8,8,8,0,8
7/30/09,77,53,0.08,0,0,8,8,8,0,8
7/31/09,73,52,0.35,0,0,8,8,8,0,8
8/1/09,77,56,0,0,0,8,8,8,0,8
8/2/09,72,50,0,0,0,8,8,8,0,8
8/3/09,76,53,0.1,0,0,8,8,8,0,8
8/4/09,83,58,0,0,0,8,8,8,0,8
8/5/09,79,49,0,0,0,8,8,8,0,8
8/6/09,77,51,0,0,0,8,8,8,0,8
8/7/09,79,55,0,0,0,8,8,8,0,8
8/8/09,75,62,1.32,0,0,8,8,8,0,8
8/9/09,86,72,0.22,0,0,8,8,8,0,8
8/10/09,84,65,0.11,0,0,8,8,8,0,8
8/11/09,82,59,0,0,0,8,8,8,0,8
8/12/09,80,56,0,0,0,8,8,8,0,8
8/13/09,83,54,0,0,0,8,8,8,0,8
8/14/09,83,58,0,0,0,8,8,8,0,8
8/15/09,87,62,0,0,0,8,8,8,0,8
8/16/09,85,67,0,0,0,8,8,8,0,8
8/17/09,81,65,0.27,0,0,8,8,8,0,8
8/18/09,77,59,0.73,0,0,8,8,8,0,8
8/19/09,76,53,0,0,0,8,8,8,0,8
8/20/09,77,58,0.3,0,0,8,8,8,0,8
8/21/09,74,60,0.26,0,0,8,8,8,0,8
8/22/09,70,50,0.11,0,0,8,8,8,0,8
8/23/09,73,49,0,0,0,8,8,8,0,8
8/24/09,75,50,0,0,0,8,8,8,0,8
8/25/09,78,52,0,0,0,8,8,8,0,8
8/26/09,77,62,0.08,0,0,8,8,8,0,8
8/27/09,75,57,0.11,0,0,8,8,8,0,8
8/28/09,65,57,0.11,0,0,8,8,8,0,8
8/29/09,75,54,0.2,0,0,8,8,8,0,8
8/30/09,61,46,0.02,0,0,8,8,8,0,8
8/31/09,65,42,0,0,0,8,8,8,0,8
9/1/09,70,42,0,0,0,8,8,8,0,8
9/2/09,72,43,0,0,0,8,8,8,0,8
9/3/09,74,42,0,0,0,8,8,8,0,8
9/4/09,75,46,0,0,0,8,8,8,0,8
9/5/09,77,47,0,0,0,8,8,8,0,8
9/6/09,78,46,0,0,0,8,8,8,0,8
9/7/09,80,51,0,0,0,8,8,8,0,8
9/8/09,79,45,0,0,0,8,8,8,0,8
9/9/09,80,49,0,0,0,8,8,8,0,8
9/10/09,79,52,0,0,0,8,8,8,0,8
9/11/09,82,51,0,0,0,8,8,8,0,8
9/12/09,83,50,0,0,0,8,8,8,0,8
9/13/09,81,49,0,0,0,8,8,8,0,8
9/14/09,84,50,0,0,0,8,8,8,0,8
9/15/09,84,52,0,0,0,8,8,8,0,8
9/16/09,83,55,0,0,0,8,8,8,0,8
9/17/09,74,40,0,0,0,8,8,8,0,8
9/18/09,74,44,0,0,0,8,8,8,0,8
9/19/09,80,49,0,0,0,8,8,8,0,8
9/20/09,77,44,0,0,0,8,8,8,0,8
9/21/09,74,56,0.12,0,0,8,8,8,0,8
9/22/09,71,57,0.07,0,0,8,8,8,0,8
9/23/09,69,61,1.11,0,0,8,8,8,0,8
9/24/09,76,60,0.02,0,0,8,8,8,0,8
9/25/09,77,60,0,0,0,8,8,8,0,8
9/26/09,67,59,0.12,0,0,8,8,8,0,8
9/27/09,71,50,0,0,0,8,8,8,0,8
9/28/09,71,47,0.17,0,0,8,8,8,0,8
9/29/09,59,45,0.06,0,0,8,8,8,0,8
9/30/09,57,34,0,0,0,8,8,8,0,8
10/1/09,59,35,0,0,0,8,8,8,0,8
10/2/09,59,45,0.8,0,0,8,8,8,0,8
10/3/09,52,44,0.1,0,0,8,8,8,0,8
10/4/09,53,46,0.01,0,0,8,8,8,0,8
10/5/09,56,39,0,0,0,8,8,8,0,8
10/6/09,58,43,0.24,0,0,8,8,8,0,8
10/7/09,58,40,0.16,0,0,8,8,8,0,8
10/8/09,59,40,0,0,0,8,8,8,0,8
10/9/09,52,40,0.05,0,0,8,8,8,0,8
10/10/09,49,26,0,0,0,8,8,8,0,8
10/11/09,43,21,0,0,0,8,8,8,0,8
10/12/09,44,24,0,0,0,8,8,8,0,8
10/13/09,44,27,0,0,0,8,8,8,0,8
10/14/09,45,27,0.07,0,0,8,8,8,0,8
10/15/09,46,27,0.08,0,0,8,8,8,0,8
10/16/09,45,34,0.15,0,0,8,8,8,0,8
10/17/09,46,28,0,0,0,8,8,8,0,8
10/18/09,46,25,0,0,0,8,8,8,0,8
10/19/09,56,39,0,0,0,8,8,8,0,8
10/20/09,65,43,0,0,0,8,8,8,0,8
10/21/09,54,46,0.1,0,0,8,8,8,0,8
10/22/09,70,42,0.37,0,0,8,8,8,0,8
10/23/09,43,40,0.92,0,0,8,8,8,0,8
10/24/09,45,36,0.6,0,0,8,8,8,0,8
10/25/09,54,37,0.03,0,0,8,8,8,0,8
10/26/09,60,45,0.03,0,0,8,8,8,0,8
10/27/09,48,32,0.17,0,0,8,8,8,0,8
10/28/09,53,32,0,0,0,8,8,8,0,8
10/29/09,55,42,0,0,0,8,8,8,0,8
10/30/09,61,51,0.88,0,0,8,8,8,0,8
10/31/09,66,38,0.02,0,0,8,8,8,0,8
11/1/09,49,27,0,0,0,8,8,8,0,8
11/2/09,55,37,0,0,0,8,8,8,0,8
11/3/09,54,25,0,0,0,8,8,8,0,8
11/4/09,M,M,0,0,0,,,8,0,8
11/5/09,48,26,0,0,0,8,8,8,0,8
11/6/09,54,29,0,0,0,8,8,8,0,8
11/7/09,64,48,0,0,0,8,8,8,0,8
11/8/09,72,30,0,0,0,8,8,8,0,8
11/9/09,71,32,0,0,0,8,8,8,0,8
11/10/09,59,31,0,0,0,8,8,8,0,8
11/11/09,60,21,0,0,0,8,8,8,0,8
11/12/09,55,23,0,0,0,8,8,8,0,8
11/13/09,53,24,0,0,0,8,8,8,0,8
11/14/09,57,42,0,0,0,8,8,8,0,8
11/15/09,56,28,0,0,0,8,8,8,0,8
11/16/09,47,28,0,0,0,8,8,8,0,8
11/17/09,47,31,0,0,0,8,8,8,0,8
11/18/09,50,33,0.02,0,0,8,8,8,0,8
11/19/09,44,38,0.1,0,0,8,8,8,0,8
11/20/09,47,39,0.06,0,0,8,8,8,0,8
11/21/09,55,27,0,0,0,8,8,8,0,8
11/22/09,52,28,0,0,0,8,8,8,0,8
11/23/09,59,35,0.02,0,0,8,8,8,0,8
11/24/09,47,40,0,0,0,8,8,8,0,8
11/25/09,49,44,0.32,0,0,8,8,8,0,8
11/26/09,47,33,0.5,0,0,8,8,8,0,8
11/27/09,37,25,0,0,0,8,8,8,0,8
11/28/09,41,25,0,0,0,8,8,8,0,8
11/29/09,53,27,0.01,0,0,8,8,8,0,8
11/30/09,37,31,0,0,0,8,8,8,0,8
12/1/09,42,23,0,0,0,8,8,8,0,8
12/2/09,51,23,0,0,0,8,8,8,0,8
12/3/09,36,29,0,0,0,8,8,8,0,8
12/4/09,31,20,0.07,1,1,8,8,8,0,8
12/5/09,31,16,0,0,0,8,8,8,0,8
12/6/09,32,21,0,0,0,8,8,8,0,8
12/7/09,35,20,0.07,0.5,1,8,8,8,0,8
12/8/09,27,12,0.04,0.2,1,8,8,8,0,8
12/9/09,31,21,0.66,13,14,8,8,8,0,8
12/10/09,28,-5,0.07,1,13,8,8,8,0,8
12/11/09,6,-8,0,0,12,8,8,8,0,8
12/12/09,23,-14,0,0,11,8,8,8,0,8
12/13/09,32,22,0.04,0,10,8,8,8,0,8
12/14/09,32,29,0.02,0,9,8,8,8,0,8
